page_id,canonical,Adult Yearly Survival,Ash Content,Biogeographic realm,Body Temperature,"Body length, nose to tail",Females per Group,Male Female Body Mass Ratio,Male Tenure,Males per Group,Mating System,Reproductive Skew,Social System,Testes Mass,actual evapotranspiration rate in geographic range,age at eye opening,age at first birth,age at maturity,amino acid composition of milk,animal population density,basal metabolic rate,behavioral circadian rhythm,body length (VT),body mass,carbohydrate composition of milk,clutch/brood/litter size,conservation status,diet breadth,diet includes,dispersal age,eats,ecomorphological guild,ecoregion,extinction status,fatty acid composition of milk,first appearance,geographic distribution includes,geographic range (size of area),gestation period duration,growth rate,habitat breadth,habitat includes,habitat is,head to coccyx length,head-body length,height standing,hind tarsus length,home range,host of,human population density,human population density change,initial mortality rate,inter-birth interval,interacts with,introduced range includes,invasive in,known marine species,last appearance,latitude,life span,litters per year,locomotion,longitude,milk lipids,milk phospholipids,milk solids,mineral composition of milk,mineralized tissue,mortality rate doubling time,motility,native range includes,not invasive in,number of DNA Records In GGBN,number of fossil occurrences in the Paleobiology Database,number of public records in BOLD,number of records in BOLD,number of records in GBIF,number of references in BHL,number of sequences in GenBank,number of specimens in GGBN,nutrient composition of milk,onset of fertility,outer ear length,parasitized by,percent  of marine species currently described,percent synonyms among marine species,population group size,population trend,potential evapotranspiration rate in geographic range,precipitation in geographic range,prenatal development duration,preyed upon by,preys on,primary diet,protein composition of milk,records in BOLD?,records in GBIF?,references in BHL?,reproduction,sequences in GenBank?,sexual dimorphism,skeletal tissue composition,social group size,specimens in GGBN?,tail length,teat number,temperature in geographic range,testis location,total life span,total unknown marine species,trophic guild,trophic level,type specimen repository,undescribed marine species present in museum collections,undiscovered marine morphospecies,undiscovered species (molecular cryptic),water O2 saturation,water depth,water dissolved O2 concentration,water nitrate concentration,water phosphate concentration,water salinity,water silicate concentration,water temperature,weaning age,weight
3014669,Mammuthus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Neogenen Period,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Holocene Epoch,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,grazer,,,,,,,,,,,,,,,
4456528,Thomomys gidleyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial,,extinct,,4.9,United States,,,,,terrestrial habitat,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
4456529,Thomomys carsonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial,,,,4.9,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Calabrian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
4456530,Thomomys orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial,,extinct,,1.8,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Upper Pleistocene Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
4456532,Thomomys microdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial,,extinct,,Upper Pleistocene Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,0.0117,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
1179795,Spalax ehrenbergi,,,,,,,,,,,,,,233.32,,,,,,101.55,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",,164.35,,,data deficient,,,0.14894214118017482,,fossorial and/or ground dwelling only,,,,,Turkey,504281300000.0,,,,,terrestrial habitat,,,,,,,1,,,,,,,,,37.74,,,,43.89,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1281.83,19.91,,,,plants,,,,,,,,,,,,,1.8976,,,,,herbivore,,,,,,,,,,,,,,
1179796,Spalax leucodon,,,,,,,,,,,,,,538.93,,,,,,127.74,,,188.67,,,data deficient,,,,,fossorial and/or ground dwelling only,,,,,Turkey,714434380000.0,0.07989212646392466,,,,terrestrial habitat,,,,,,,37,,,,,,,,,48.48,,,,31.35,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,708.93,56.28,,,,plants,,,,,,,,,,,,,0.8737999999999999,,4.5,,,omnivore,,,,,,,,,,,,,0.15808675058351643,
1179797,Spalax nehringi,,,,,,,,,,,,,,425.37,,,,,,,,,,,,data deficient,,,,,,,,,,Greece,597695950000.0,,,,,terrestrial habitat,,,,,,,67.95,,,,,,,,,35.21,,,,27.31,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,971.58,43.47,,,,plants,,,,,,,,,,,,,0.9476000000000001,,,,,herbivore,,,,,,,,,,,,,,
327830,Orycteropus afer,,1.45,the Palearctic,34.5,,,,,,,,,,800.71,0.0,2.998008172652416,,,,6144,nocturnal,125.44300000000001,56175.2,carbohydrate,,least concern,,vertebrates,,,fossorial and/or ground dwelling only,Southern Acacia-Commiphora bushlands and thickets,extant,decanoic acid,Neogenen Period,South Atlantic,18035652330000.0,0.6079522509017982,0.0094,,terrestrial habitat,terrestrial habitat,,,,,,,1,,,0.9993360575508052,7631,,,,Holocene Epoch,23.47,,,,51.41,9.9,,30.2,sodium (Na+),,,actively mobile,,,,,,,,,,,,2.0675304763273714,,,,,,Unknown,1524.66,75.34,0.6160290765724142,,,invertebrates,protein,,,,,,,hydroxylapatite,,,,,2.3477,,24.0,,insectivore,carnivore,,,,,,,,,,,,,0.11203515472596974,6250
1179799,Spalax giganteus,,,the Palearctic,,,,,,,,,,,,,,,,,,,,,,,vulnerable,,invertebrates,,,,Pontic steppe,,,,Russia,,,,,anthropogenic habitat,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,,,,,,plants,,,,,,,,,,,,,,,,,,herbivore,,,,,,,,,,,,,,
1179800,Spalax graecus,,,the Palearctic,,,,,,,,,,,555.98,,,,,,,,,,,,near threatened,,invertebrates,,,,Central European mixed forests,,,,,43748630000.0,,,,plateau,terrestrial habitat,,,,,,,70,,,,,,,,,46.04,,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,627.66,49.65,,,,plants,,,,,,,,,,,,,0.7839,,,,,herbivore,,,,,,,,,,,,,,
1179801,Spalax microphthalmus,,,the Palearctic,,,,,,,,,,,426.44,,,,,,,,,470,,,least concern,,,,,fossorial,Pontic steppe,extant,,,Turkey,732950440000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,9,,,,,,,,,54.25,,,,48.69,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,559.88,39.04,,,,plants,,,,,,,,hydroxylapatite,,,,,0.6455,,,,,herbivore,,,,,,,,,,,,,,
1179802,Spalax zemni,,,the Palearctic,,,,,,,,,,,457.59,,,,,,,,,,,,vulnerable,,invertebrates,,,,Central European mixed forests,,,,,203090750000.0,,,,sandy soil,terrestrial habitat,,,,,,,24,,,,,,,,,48.89,,,,34.55,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,566.81,41.92,,,,plants,,,,,,,,,,,,,0.6872,,,,,herbivore,,,,,,,,,,,,,,
4456613,Thomomys bottae fulvus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial,,extant,,0.126,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,0.0117,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
327849,Tupaia chrysogaster,,,the Indo-Malayan Realm,,,,,,,,,,,,,,,,,,,,,,,endangered,,plants,,,,Mentawai Islands rain forests,extant,,,Indian Ocean,2155210000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,43,,,,,,,,,-2.02,,,arboreal locomotion behavior,100.47,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,,,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,,,,,insectivore,omnivore,,,,,,,,,,,,,,
327850,Tupaia dorsalis,,,the Indo-Malayan Realm,,,,,,,,,,,1677.61,,,,,,,diurnal,18.5,168.05,,,data deficient,,plants,,,,Sundaland heath forests,extant,,,Malaysia,486839840000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,3,,,,,,,,,7.03,,,arboreal locomotion behavior,118.99,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1689.92,271.94,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.391,,,,insectivore,omnivore,,,,,,,,,,,,,,
327851,Tupaia glis,,,the Indo-Malayan Realm,37.0,,,,,,,,,,1647.22,,0.5578485526739084,,,406.3,93.48,diurnal,18.5,132.43,,,least concern,,plants,,,above ground dwelling,Mentawai Islands rain forests,extant,,,Indian Ocean,752165740000.0,0.12591634325140147,,,terrestrial habitat,terrestrial habitat,,,,,8142.402999999999,,22,,,0.12402718741657938,790394,,,,,9.27,,,arboreal locomotion behavior,114.6,,,,,,,actively mobile,,,,,,,,,,,,0.33613284324797904,,,,,,Decreasing,1768.46,216.09,0.12594372232147136,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.5214,,12.416666666666666,,insectivore,omnivore,,,,,,,,,,,,,0.09382807312949616,200
327852,Tupaia gracilis,,,the Indo-Malayan Realm,,,,,,,,,,,1679.29,,,,,,,diurnal,18.5,111.95,,,least concern,,plants,,,,Borneo peat swamp forests,extant,,,Malaysia,502657270000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,3,,,,,,,,,7.36,,,arboreal locomotion behavior,119.26,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1699.23,272.59,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.4077,,,,frugivore,omnivore,,,,,,,,,,,,,,
327853,Tupaia javanica,,,the Indo-Malayan Realm,,,,,,,,,,,1506.88,,,,,,,,,,,,least concern,,plants,,,,Sumatran montane rain forests,extant,,,Indian Ocean,146194770000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,36,,,,,,,,,1.53,,,arboreal locomotion behavior,115.71,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1712.16,223,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.425,,,,frugivore,omnivore,,,,,,,,,,,,,,
327854,Tupaia longipes,,,the Indo-Malayan Realm,,,,,,,,,,,1680.64,,,,,,,diurnal,18.5,168.05,,,least concern,,plants,,,above ground dwelling,Borneo lowland rain forests,extant,,,Malaysia,714870490000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,3,,,,,,,,,7.03,,,arboreal locomotion behavior,118.99,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1711.03,260.99,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.4455,,12.0,,insectivore,omnivore,,,,,,,,,,,,,,
327855,Tupaia minor,,,the Indo-Malayan Realm,,,,,,,,,,,1683.73,,,,,,,diurnal,18.5,70,carbohydrate,,least concern,,plants,,,,Myanmar Coast mangroves,extant,,,Indian Ocean,1286356260000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,4,,,,28385,,,,,9.33,,,arboreal locomotion behavior,118.78,17,,44.6,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1745.68,241.37,,,,invertebrates,protein,,,,,,,hydroxylapatite,,,,,2.4857,,12.2,,frugivore,omnivore,,,,,,,,,,,,,,58.6
327856,Tupaia montana,,,the Indo-Malayan Realm,,,,,,,,,,,1780.53,,,,,,,diurnal,18.5,168.05,,,least concern,,plants,,,fossorial and/or ground dwelling only,Kinabalu montane alpine meadows,extant,,,Malaysia,62408010000.0,0.13413006427236698,,,terrestrial habitat,terrestrial habitat,,,,,,,3.5,,,,,,,,,7.03,,,arboreal locomotion behavior,117.93,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Unknown,1838.59,267.88,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.3774,,,,insectivore,omnivore,,,,,,,,,,,,,0.07622333107456004,
327857,Tupaia nicobarica,,,the Indo-Malayan Realm,,,,,,,,,,,,,,,,,,,,170.25,,,endangered,,plants,,,,Nicobar Islands rain forests,extant,,,,1115800000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,14,,,,,,,,,6.74,,,arboreal locomotion behavior,93.61,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,,,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,,,,,frugivore,omnivore,,,,,,,,,,,,,,
327858,Tupaia palawanensis,,,the Indo-Malayan Realm,,,,,,,,,,,,,,,,,,diurnal,18.5,168.05,,,least concern,,plants,,,,Palawan rain forests,extant,,,Philippines,11882470000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,23.5,,,,,,,,,11.42,,,arboreal locomotion behavior,119.71,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,,224,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.4978000000000002,,,,frugivore,omnivore,,,,,,,,,,,,,,
327859,Tupaia picta,,,the Indo-Malayan Realm,,,,,,,,,,,1696.65,,,,,,,diurnal,18.5,168.05,,,least concern,,plants,,,,Southwest Borneo freshwater swamp forests,extant,,,Malaysia,130848120000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,2,,,,,,,,,4.86,,,arboreal locomotion behavior,118.99,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1714.62,261.79,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.3726,,,,insectivore,omnivore,,,,,,,,,,,,,,
327860,Tupaia splendidula,,,the Indo-Malayan Realm,,,,,,,,,,,1693.49,,,,,,,diurnal,18.5,168.05,,,least concern,,plants,,,,Borneo lowland rain forests,extant,,,Indonesia,170822400000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,12,,,,,,,,,4.77,,,arboreal locomotion behavior,116.54,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1745.79,229.89,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,2.5816,,,,frugivore,omnivore,,,,,,,,,,,,,,
327861,Tupaia tana,,,the Indo-Malayan Realm,,,,,3.0,,Monogamous,52,No Harem,,1687.55,,,,,,,diurnal,18.5,182.33,carbohydrate,,least concern,,plants,,,,Sunda Shelf mangroves,extant,,,Indian Ocean,1167155840000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,4,,,0.5,328085,,,,,7.36,12.0,,arboreal locomotion behavior,119.26,17,,33.5,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1736.43,248.43,,,,invertebrates,protein,,,,,,,hydroxylapatite,,,,,2.4783999999999997,,11.6,,insectivore,omnivore,,,,,,,,,,,,,0.14938020630129298,197.8
327862,Urogale everetti,,,the Indo-Malayan Realm,36.0,,,,,,,,,,1567.81,,,,,,224.11,,19.5,300.79,,,least concern,,,,,,Mindanao montane rain forests,extant,,,Philippines,96031850000.0,0.1519264598177923,,,terrestrial habitat,terrestrial habitat,,,,,,,55,,,,327862,,,,,10.47,,,arboreal locomotion behavior,126.6,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,1734.24,170.68,0.15058488538436793,,,mammals,,,,,,,,hydroxylapatite,,,,,2.3639,,11.5,,frugivore,omnivore,,,,,,,,,,,,,0.08279430789133246,104.4
983240,Lepus sinensis,,,the Indo-Malayan Realm,,,,,,,,,,,1073.83,,,,,,,,38.0,1607.41,,,least concern,,,,,,South China-Vietnam subtropical evergreen forests,,,,Taiwan,1081352240000.0,,,,grassland,terrestrial habitat,,,,,,,88,,,,,,,,,32.22,,,,122.13,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1120.29,123.32,,,,plants,,,,,,,,,,,,,1.668,,,,,herbivore,,,,,,,,,,,,,,
1179859,Baiomys musculus,,,the Neotropics,,,,,,,,,,,1041.37,,,,,,,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",7.559000000000001,8.99,,,least concern,,plants,,,fossorial and/or ground dwelling only,Sierra Madre de Chiapas moist forest,,,,North Pacific,452712430000.0,,,,grassland,terrestrial habitat,,,,,,,11,,,,,,,,,21.27,,,,-86.01,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1588.04,109.05,,,,invertebrates,,,,,,,,,,,,,2.0707,,,,,herbivore,,,,,,,,,,,,,,
1179860,Bibimys chacoensis,,,the Neotropics,,,,,,,,,,,1273.35,,,,,,,,,28,,,least concern,,,,,,Paraná flooded savanna,,,,,7309860000.0,,,,terrestrial,terrestrial habitat,,,,,,,7,,,,1179860,,,,,-26.74,,,,-58.46,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1391.54,106.51,,,,plants,,,,,,,,,,,,,2.1014,,,,,herbivore,,,,,,,,,,,,,,
1179861,Bibimys labiosus,,,the Neotropics,,,,,,,,,,,1089.22,,,,,,,,,,,,least concern,,,,,,Campos Rupestres montane savanna,,,,,21850700000.0,,,,terrestrial,terrestrial habitat,,,,,,,12,,,,,,,,,-20.64,,,,-42.99,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1289.71,115.72,,,,plants,,,,,,,,,,,,,2.0596,,,,,herbivore,,,,,,,,,,,,,,
1179862,Bibimys torresi,,,the Neotropics,,,,,,,,,,,1151.52,,,,,,,,,28,,,near threatened,,,,,,Southern Cone Mesopotamian savanna,,,,Argentina,117883970000.0,,,,terrestrial,terrestrial habitat,,,,,,,3,,,,,,,,,-26.78,,,,-54.1,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1252.86,113.47,,,,plants,,,,,,,,,,,,,1.9736999999999998,,,,,herbivore,,,,,,,,,,,,,,
1179863,Blarinomys breviceps,,,the Neotropics,,,,,,,,,,,1260.75,,,,,,,,10.455,36.79,,,least concern,,,,,fossorial and/or ground dwelling only,Bahia coastal forests,,,,South Atlantic,143514030000.0,,,,terrestrial,terrestrial habitat,,,,,,,14,,,,1179863,,,,,-14.86,,,,-39,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1445.91,119.91,,,,invertebrates,,,,,,,,,,,,,2.125,,,,,carnivore,,,,,,,,,,,,,,
1179864,Necromys amoenus,,,,,,,,,,,,,,1097.14,,,,,1789.26,,,,27.09,,,least concern,,plants,,,,,,,,Argentina,252648910000.0,,,,,terrestrial habitat,,,,,,,1,,,,,,,,,-12.99,,,,-63.17,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1443.94,120.69,,,,invertebrates,,,,,,,,,,,,,1.4746000000000001,,,,,omnivore,,,,,,,,,,,,,,
1179865,Necromys lactens,,,,,,,,,,,,,,806.57,,,,,,,,,32.9,,,least concern,,plants,,,fossorial and/or ground dwelling only,,extant,,0.126,Argentina,151012560000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,2,,,,,,,,Holocene Epoch,-26.88,,,,-63.53,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1405.57,64.92,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,1.1977,,,,,omnivore,,,,,,,,,,,,,,
1179866,Necromys lasiurus,,,,,,,,,,,,,,,,0.37473733204651705,,,,,diurnal,14.499000000000002,3.57,,,least concern,,plants,,,fossorial and/or ground dwelling only,,,,,Argentina,,0.06015181694353751,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10694264769297111,,,,,,Unknown,,,,,,invertebrates,,,,,,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,
1179867,Necromys obscurus,,,,,,,,,,,,,,823.52,,,,,,,diurnal,,40.69,,,near threatened,,plants,,,fossorial and/or ground dwelling only,,,,,South Atlantic,160780620000.0,,,,,terrestrial habitat,,,,,,,3,,,,,,,,,-33.72,,,,-54.88,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,951.13,75.58,,,,invertebrates,,,,,,,,,,,,,1.4815,,,,,omnivore,,,,,,,,,,,,,,
1179868,Necromys punctulatus,,,,,,,,,,,,,,,,,,,,,,,37.3,,,data deficient,,plants,,,,,,,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,invertebrates,,,,,,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,
1179869,Necromys temchuki,,,,,,,,,,,,,,1139.58,,,,,,,,,47.2,,,least concern,,plants,,,,,,,,Argentina,108564060000.0,,,,,terrestrial habitat,,,,,,,2,,,,,,,,,-28.58,,,,-54.01,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1219.83,105.35,,,,invertebrates,,,,,,,,,,,,,2.1082,,,,,omnivore,,,,,,,,,,,,,,
1179883,Chinchillula sahamae,,,the Neotropics,,,,,,,,,,,702.51,,,,,,,nocturnal,,169.74,,,least concern,,,,,fossorial and/or ground dwelling only,Central Andean wet puna,,,,Peru,253693910000.0,,,,scrubland,terrestrial habitat,,,,,,,0,,,,,,,,,-12.38,,,,-67.59,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1246.6,90.56,,,,plants,,,,,,,,,,,,,0.45759999999999995,,,,,omnivore,,,,,,,,,,,,,,
98545,Vombatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179901,Habromys chinanteco,,,the Neotropics,,,,,,,,,,,1033.48,,,,,,,,,40,,,critically endangered,,,,,,Petén-Veracruz moist forests,,,,Mexico,360000000,,,,terrestrial,terrestrial habitat,,,,,,,32,,,,,,,,,18.06,,,,-96.07,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1498.12,123.99,,,,invertebrates,,,,,,,,,,,,,2.5145,,,,,omnivore,,,,,,,,,,,,,,
1179902,Habromys lepturus,,,the Neotropics,,,,,,,,,,,,,,,,,,,,84.99,,,critically endangered,,,,,,Petén-Veracruz moist forests,,,,Mexico,,,,,terrestrial,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,,,,,,invertebrates,,,,,,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,
1179903,Habromys lophurus,,,the Neotropics,,,,,,,,,,,1307.9,,,,,,,,,40,,,near threatened,,,,,,Central American dry forests,,,,Mexico,42237850000.0,,,,terrestrial,terrestrial habitat,,,,,,,27,,,,,,,,,16.84,,,,-88.84,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1678.68,105.26,,,,invertebrates,,,,,,,,,,,,,2.0527,,,,,omnivore,,,,,,,,,,,,,,
1179904,Habromys simulatus,,,the Neotropics,,,,,,,,,,,1158.97,,,,,,,,,40,,,endangered,,,,,,Veracruz moist forests,,,,Mexico,15451670000.0,,,,subtropical,terrestrial habitat,,,,,,,48,,,,,,,,,20.68,,,,-96.71,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1409.98,110.91,,,,invertebrates,,,,,,,,,,,,,1.9503,,,,,omnivore,,,,,,,,,,,,,,
1179905,Hodomys alleni,,,the Neotropics,,,,,,,,,,,864.26,,,,,,,,22.316000000000003,367.59,,,least concern,,invertebrates,,,fossorial and/or ground dwelling only,Balsas dry forests,extant,,0.126,North Pacific,215347160000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,9,,,,,,,,0.0117,23.2,,,,-96.67,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,1531.5,93.64,,,,plants,,,,,,,,hydroxylapatite,,,,,2.0252,,,,,herbivore,,,,,,,,,,,,,,
1179915,Isthmomys flavidus,,,the Neotropics,,,,,,,,,,,,,,,,,,,,,,,near threatened,,vertebrates,,,fossorial and/or ground dwelling only,Panamanian dry forests,,,,Panama,6512160000.0,,,,forest,terrestrial habitat,,,,,,,7,,,,,,,,,9.03,,,,-80.33,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,231.2,,,,invertebrates,,,,,,,,,,,,,2.6408,,,,,herbivore,,,,,,,,,,,,,,
1179917,Juscelinomys candango,,,the Neotropics,,,,,,,,,,,1100.5,,,,,,,,,97.29,,,extinct,,invertebrates,,,fossorial and/or ground dwelling only,Cerrado,,,,,897340000.0,,,,city,terrestrial habitat,,,,,,,96,,,,,,,,,-15.6,,,,-47.47,,,,,,,,,,,,,,,,,,,,,,,,,,1438,131,,,,plants,,,,,,,,,,,,,2.1100000000000003,,,,,omnivore,,,,,,,,,,,,,,
1179918,Kunsia fronto,,,the Neotropics,,,,,,,,,,,1154.45,,,,,,,,,167.99,,,endangered,,vertebrates,,,,Cerrado,,,,Bolivia,59646880000.0,,,,savanna,terrestrial habitat,,,,,,,7,,,,,,,,,-19.48,,,,-44.19,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1313.68,124.77,,,,invertebrates,,,,,,,,,,,,,2.0303999999999998,,,,,herbivore,,,,,,,,,,,,,,
1179919,Kunsia tomentosus,,,the Neotropics,,,,,,,,,,,1174.96,,,,,,,,,115.6,,,least concern,,,,,fossorial and/or ground dwelling only,Cerrado,,,,Bolivia,231160880000.0,,,,subterrestrial,terrestrial habitat,,,,,,,0,,,,,,,,,-11.71,,,,-58.77,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1475.65,127.07,,,,plants,,,,,,,,,,,,,2.4193000000000002,,,,,herbivore,,,,,,,,,,,,,,
1179920,Lenoxus apicalis,,,the Neotropics,,,,,,,,,,,1253.13,,,,,,,,,53.6,,,least concern,,vertebrates,,,,Peruvian Yungas,,,,Bolivia,43008180000.0,,,,terrestrial,terrestrial habitat,,,,,,,1,,,,,,,,,-12.94,,,,-67.94,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1379.06,247.68,,,,invertebrates,,,,,,,,,,,,,0.8929,,,,,omnivore,,,,,,,,,,,,,,
1179921,Megadontomys cryophilus,,,the Neotropics,,,,,,,,,,,996.69,,,,,,,,,,,,endangered,,,,,,Sierra Madre de Oaxaca pine-oak forests,,,,Mexico,6755290000.0,,,,forest,terrestrial habitat,,,,,,,15,,,,,,,,,17.39,,,,-96.15,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1534.59,104.4,,,,plants,,,,,,,,,,,,,1.4497,,,,,herbivore,,,,,,,,,,,,,,
327955,Homo sapiens,,,,37.0,,,,,,,,,,,,14.490372834486676,,,,82.78,diurnal,,58540.63,,,least concern,,,,1038644,,,extant,,5.333,Iran,,0.752322087380302,0.0005,,terrestrial habitat,terrestrial habitat,,,,,,704393,,,0.0002,2.623243461535829,1151875,,,,Holocene Epoch,,,,,,,,,,,8,actively mobile,,,,,,,,,,,,15.285543166526349,,,,,,Increasing,,,0.7666139619567821,,327335,plants,,,,,viviparous,,,phosphate,,,,,,,122.5,,,omnivore,,,,,,,,,,,,,1.9873371800926782,62035
