page_id,canonical,Adult Yearly Survival,Ash Content,Biogeographic realm,Body Temperature,"Body length, nose to tail",Females per Group,Male Female Body Mass Ratio,Male Tenure,Males per Group,Mating System,Reproductive Skew,Social System,Testes Mass,actual evapotranspiration rate in geographic range,age at eye opening,age at first birth,age at maturity,amino acid composition of milk,animal population density,basal metabolic rate,behavioral circadian rhythm,body length (VT),body mass,carbohydrate composition of milk,clutch/brood/litter size,conservation status,diet breadth,diet includes,dispersal age,eats,ecomorphological guild,ecoregion,extinction status,fatty acid composition of milk,first appearance,geographic distribution includes,geographic range (size of area),gestation period duration,growth rate,habitat breadth,habitat includes,habitat is,head to coccyx length,head-body length,height standing,hind tarsus length,home range,host of,human population density,human population density change,initial mortality rate,inter-birth interval,interacts with,introduced range includes,invasive in,known marine species,last appearance,latitude,life span,litters per year,locomotion,longitude,milk lipids,milk phospholipids,milk solids,mineral composition of milk,mineralized tissue,mortality rate doubling time,motility,native range includes,not invasive in,number of DNA Records In GGBN,number of fossil occurrences in the Paleobiology Database,number of public records in BOLD,number of records in BOLD,number of records in GBIF,number of references in BHL,number of sequences in GenBank,number of specimens in GGBN,nutrient composition of milk,onset of fertility,outer ear length,parasitized by,percent  of marine species currently described,percent synonyms among marine species,population group size,population trend,potential evapotranspiration rate in geographic range,precipitation in geographic range,prenatal development duration,preyed upon by,preys on,primary diet,protein composition of milk,records in BOLD?,records in GBIF?,references in BHL?,reproduction,sequences in GenBank?,sexual dimorphism,skeletal tissue composition,social group size,specimens in GGBN?,tail length,teat number,temperature in geographic range,testis location,total life span,total unknown marine species,trophic guild,trophic level,type specimen repository,undescribed marine species present in museum collections,undiscovered marine morphospecies,undiscovered species (molecular cryptic),water O2 saturation,water depth,water dissolved O2 concentration,water nitrate concentration,water phosphate concentration,water salinity,water silicate concentration,water temperature,weaning age,weight
327956,Saimiri sciureus,,0.06,the Neotropics,38.0,24.700000000000003,,,4.0,,Not Monogamous,,No Harem,3.185,1461.05,,2.9384586952504157,3.0,glycine,36.09,738.81,diurnal,32.2,48.3,carbohydrate,,least concern,,,,,above ground dwelling,Caqueta moist forests,extant,dodecanoic acid,0.0117,South Atlantic,3166418250000.0,0.4492631607767442,0.0125,,terrestrial habitat,terrestrial habitat,,27.0,,3.7,680000.0,,0,,,1.0493028604283456,,contiguous United States,,,,7.61,21.0,,,-44.29,1,220,12.2,sodium (Na+),,,actively mobile,,,,,,,,,,,,3.8327412609430724,2.8000000000000003,,,,,Decreasing,1606.65,186.86,0.4408030281251497,,,invertebrates,protein,,,,,,male larger,hydroxylapatite,,,13.200000000000001,,2.5303,,27.0,,frugivore,omnivore,,,,,,,,,,,,,0.4857320821098311,925
327959,Macaca fascicularis,,0.4,the Indo-Malayan Realm,37.60000000000002,102.2,,,2.0,,Not Monogamous,67,Social Group Living,35.45,1553.06,,3.8624201728988274,3.5,serine,49.99,,diurnal,51.5,4670,carbohydrate,,least concern,,,,,arboreal,Cardamom Mountains rain forests,extant,dodecanoic acid,Middle Pleistocene Age,Indian Ocean,2197587410000.0002,0.4509059049809373,,,terrestrial,terrestrial habitat,,42.0,,13.8,460000.0,,4,,,1.0909190469345709,327959,Hong Kong,Mauritius,,Holocene Epoch,18.65,,,,127.3,5.22,,12.17,sodium (Na+),,,actively mobile,Cambodia,West Papua,,,,,,,,,,3.6126682957213356,4.3,,,,,Decreasing,1719.8,219.05,0.45175465615310373,,,invertebrates,nitrogen (N),,,,,,male larger,hydroxylapatite,,,63.5,,2.4922,,38.0,,folivore,omnivore,,,,,,,,,,,,,0.7762787736914515,320
327960,Macaca mulatta,,,the Palearctic,37.30000000000001,66.0,,,1.5833333333333333,,Not Monogamous,18,Social Group Living,61.1,902.19,,3.997344230203221,3.4166666666666665,aspartic acid,11.1,2239,diurnal,55.5,457,carbohydrate,,least concern,,vertebrates,,,arboreal,Baluchistan xeric woodlands,extant,dodecanoic acid,0.781,Afghanistan,6566547230000.0,0.45468421665058145,0.0012,,terrestrial,terrestrial habitat,,48.0,,16.5,5910000.0,,4,,0.02,1.0554631511940697,,Puerto Rico,contiguous United States,,Upper Pleistocene Age,36.45,30.0,,,122.13,9,,16.5,sodium (Na+),,15,actively mobile,Nepal,,,,,,,,,,,3.014627268184836,3.8000000000000003,,,,,Unknown,1218.04,117.36,0.45175465615310373,,,plants,nitrogen (N),,,,,,male larger,hydroxylapatite,,,18.0,,1.688,,36.0,,folivore,herbivore,,,,,,,,,,,,,0.8327617952456245,8235
327965,Lepus californicus,,,the Nearctic,39.200000000000045,,,,,,,,,,510.54,,,,,12,1311,nocturnal,48.0,2422.48,,,least concern,,,,1115256,fossorial and/or ground dwelling only,Sonoran-Sinaloan transition subtropical dry forest,extant,,4.9,North Pacific,4402904480000.0,0.11436237568190998,0.0225,,terrestrial habitat,terrestrial habitat,,,,,560000.0,,0,,,,10818,,,,Holocene Epoch,47.97,,,,-92.19,,,,,,,actively mobile,United States (USA),United States (USA),,,,,,,,,,0.7202611963284666,,,,,,Stable,1035.46,38.32,0.12046790830749433,,,plants,,,,,,,,hydroxylapatite,,,,,1.342,,6.8,,browser,herbivore,,,,,,,,,,,,,0.05434745408872188,1300
327966,Lepus callotis,,,the Nearctic,,,,,,,,,,,756.09,,,,,3.89,,nocturnal,48.899,2608.16,,,near threatened,,vertebrates,,,fossorial and/or ground dwelling only,Oaxacan montane forests,extant,,1.8,Mexico,430968060000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,2,,,,,,,,0.3,32.43,,,,-96.16,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,1359.94,66.16,,,,plants,,,,,,,,hydroxylapatite,,,,,1.6799,,,,browser,herbivore,,,,,,,,,,,,,,
327967,Lepus capensis,,,the Afrotropics,,,,,,,,,,,426.9,,,,,14.75,,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",42.603,2047.11,,,least concern,,vertebrates,,,fossorial and/or ground dwelling only,Zambezian halophytics,extant,,Messinian Age,Iran,21956899350000.0,0.11496471522344744,,,terrestrial habitat,terrestrial habitat,,,,,410000.0,,0,,,0.10705216397325065,696,,,,Holocene Epoch,37.34,,,,51.41,,,,,,,actively mobile,,,,,,,,,,,,0.4720973052150284,,,,,,Decreasing,1409.01,34.9,0.11773000130050583,,,plants,,,,,,,,hydroxylapatite,,,,,2.3502,,,,browser,herbivore,,,,,,,,,,,,,0.07564837060309246,943.3
327968,Lepus townsendii,,,the Nearctic,38.200000000000045,,,,,,,,,,440.7,,,,,5.17,1506.5,nocturnal,51.29900000000001,3371.64,,,least concern,,,,38063,,Central forest-grasslands transition,,,,United States,3453779030000.0,0.1115149523946419,,,prairie,terrestrial habitat,,,,,,,0,,,,61798,,,,,54.66,,,,-88.06,,,,,,,,,,,,,,,,,,,0.7697351759447489,,,,,,Decreasing,706.97,37,0.1067783732725518,,,plants,,,,,,,,,,,,,0.5303,,8.0,,,herbivore,,,,,,,,,,,,,0.08002902181427408,94.32
1179938,Nelsonia goldmani,,,the Neotropics,,,,,,,,,,,865,,,,,,,,,,,,endangered,,,,,,Trans-Mexican Volcanic Belt pine-oak forests,,,,Mexico,3979580000.0,,,,coniferous forest biome,terrestrial habitat,,,,,,,24,,,,,,,,,19.5,,,,-102.04,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1394.82,89.5,,,,plants,,,,,,,,,,,,,2.0329,,,,,herbivore,,,,,,,,,,,,,,
1179939,Nelsonia neotomodon,,,the Nearctic,,,,,,,,,,,731.24,,,,,,,,,80,,,near threatened,,,,,,Sinaloan dry forests,,,,Mexico,46169860000.0,,,,terrestrial,terrestrial habitat,,,,,,,4,,,,,,,,,24.21,,,,-102.3,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1353.48,54.62,,,,plants,,,,,,,,,,,,,1.5267,,,,,herbivore,,,,,,,,,,,,,,
1179940,Neotoma angustapalata,,,the Nearctic,,,,,,,,,,,934.68,,,,,,,,,198,,,endangered,,invertebrates,,,,Veracruz moist forests,,,,Mexico,9613180000.0,,,,forest,terrestrial habitat,,,,,,,6,,,,,,,,,23.57,,,,-98.77,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1452.44,54.61,,,,plants,,,,,,,,,,,,,2.2157,,,,,herbivore,,,,,,,,,,,,,,
1179941,Neotoma anthonyi,,,,,,,,,,,,,,,,,,,,,,17.965,195.4,,,,,,,,,,,,,North Pacific,660000.0,,,,plateau,,,,,,,,6,,,,,,,,,31.82,,,,-116.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plants,,,,,,,,,,,,,,,,,,herbivore,,,,,,,,,,,,,,
1179942,Neotoma bryanti,,,the Nearctic,,,,,,,,,,,,,,,,230.92,,,20.900000000000002,182,,,endangered,,invertebrates,,,,California coastal sage and chaparral,,,,Mexico,369550000.0,,,,coniferous forest biome,terrestrial habitat,,,,,,,8,,,,,,,,,28.37,,,,-115.14,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,,,,,,plants,,,,,,,,,,,,,,,,,,herbivore,,,,,,,,,,,,,,
1179943,Neotoma bunkeri,,,the Nearctic,,,,,,,,,,,,,,,,,,,,375,,,,,invertebrates,,,,Gulf of California xeric scrub,,,,North Pacific,9150000.0,,,,terrestrial,,,,,,,,4,,,,,,,,,26.12,,,,-111.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plants,,,,,,,,,,,,,,,,,,herbivore,,,,,,,,,,,,,,
1179944,Neotoma chrysomelas,,,the Neotropics,,,,,,,,,,,1143.64,,,,,,,,,,,,least concern,,invertebrates,,,,Central American pine-oak forests,,,,,29901480000.0,,,,terrestrial,terrestrial habitat,,,,,,,28,,,,,,,,,15.08,,,,-85.62,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1607.86,122.37,,,,plants,,,,,,,,,,,,,2.0073,,,,,herbivore,,,,,,,,,,,,,,
327977,Oryctolagus cuniculus,,2.78,the Palearctic,39.0,,,,,,,,,,488.02,0.027379070069885075,0.3330937664702218,,glycine,357.9,7.395,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",40.0,1590.57,carbohydrate,,near threatened,,leaves of woody plants,,187856,fossorial and/or ground dwelling only,Cantabrian mixed forests,extant,dodecanoic acid,Pleistocene Epoch,United Kingdom,2293893270000.0,0.08336926836280005,0.0228,,terrestrial,terrestrial habitat,,,,,40000.0,410950,14,,,0.07939930320266672,1029912,Reunion,Norfolk Island,,Holocene Epoch,57.74,,,,28.19,13.8,,33.4,Ash Content,,,actively mobile,,,,,,,,,,,myo-inositol,0.5081829195671369,,,,,,Decreasing,716.66,55.03,0.08213721020965523,,,plants,lactoferrin,,,,,,,hydroxylapatite,,,,,1.0387,,18.0,,grazer,herbivore,,,,,,,,,,,,,0.07200695428379775,45
1179946,Neotoma martinensis,,,,,,,,,,,,,,,,,,,,,,18.415000000000003,240.16,,,,,,,,,,,,,,2800000.0,,,,volcanic field,,,,,,,,6,,,,,,,,,30.49,,,,-116.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plants,,,,,,,,,,,,,,,,,,herbivore,,,,,,,,,,,,,,
1179947,Neotoma nelsoni,,,the Neotropics,,,,,,,,,,,1082,,,,,,,,,198,,,critically endangered,,invertebrates,,,,Tehuacán Valley matorral,,,,Mexico,401200000.0,,,,volcanic field,terrestrial habitat,,,,,,,100,,,,,,,,,19.44,,,,-97.18,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1223,135,,,,plants,,,,,,,,,,,,,1.04,,,,,herbivore,,,,,,,,,,,,,,
1179948,Neotoma palatina,,,the Neotropics,,,,,,,,,,,712.96,,,,,,,,,198,,,vulnerable,,invertebrates,,,,Central Mexican matorral,,,,Mexico,12276380000.0,,,,tropical,terrestrial habitat,,,,,,,4,,,,,,,,,23.11,,,,-103.35,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1379.13,55.03,,,,plants,,,,,,,,,,,,,1.6260000000000001,,,,,herbivore,,,,,,,,,,,,,,
1179949,Neotoma phenax,,,the Neotropics,,,,,,,,,,,656.95,,,,,,,,19.6,227.49,,,near threatened,,,,,,Bahia mangroves,,,,North Pacific,42812730000.0,,,,shrubland,terrestrial habitat,,,,,,,4,,,,49594,,,,,28.31,,,,-107.44,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1364.05,26.35,,,,plants,,,,,,,,,,,,,2.3876999999999997,,,,,herbivore,,,,,,,,,,,,,,
1179950,Neotoma varia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179951,Neotomodon alstoni,,,the Neotropics,,,,,,,,,,,931.06,0.052020233132781646,,,,3379.42,,nocturnal,11.516,44.64,,,least concern,,,,344,fossorial and/or ground dwelling only,Tehuacán Valley matorral,extant,,,Mexico,47683500000.0,0.07471748222071636,,,terrestrial,terrestrial habitat,,,,,1524.9669999999999,,24,,,,1179951,,,,,19.96,,,,-96.84,,,,,,,,,,,,,,,,,,,0.2919430241551845,,,,,,Stable,1354.62,90.97,,,,invertebrates,,,,,,,,,,,,,1.7271,,,,,omnivore,,,,,,,,,,,,,,
4451221,Pewelagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,4.9,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
328019,Microdipodops megacephalus,,,the Nearctic,32.80000000000001,,,,,,,,,,273.63,,,,,,30.82,nocturnal,7.2989999999999995,12.3,,,least concern,,invertebrates,,,fossorial and/or ground dwelling only,Snake-Columbia shrub steppe,extant,,0.126,,226286760000.0,,,,terrestrial habitat,terrestrial habitat,,,,,4385.806,,0,,,,,,,,Holocene Epoch,44.5,,,saltation,-112.42,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,883.72,21.26,,,,plants,,,,,,,,hydroxylapatite,,,,,0.7184999999999999,,5.416666666666667,,granivore,omnivore,,,,,,,,,,,,,,13.4
328025,Castor canadensis,,,the Nearctic,,,,,,,,,,,465.52,0.001368953503494254,,,,0.6,,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",75.474,18124.41,,,least concern,,,1.9986447360315407,,fossorial and/or ground dwelling only,South Central Rockies forests,extant,,Pliocene Epoch,Yukon,15377760470000.0,0.30552304290984755,,,terrestrial and freshwater habitat,freshwater habitat,,,,,60000.0,,0,,,0.9993360575508052,328592,Poland,Chile,,Holocene Epoch,69.71,,,,-55.61,,,,,,,actively mobile,Canada,United States (USA),,,,,,,,,,1.8152871037735203,,,,,,Stable,632.25,52.36,0.350452096894529,,,plants,,,,,,,,hydroxylapatite,,,,,0.3986,,15.0,,browser,herbivore,,,,,,,,,,,,,0.1273126758249656,20250
328026,Geomys arenarius,,,the Nearctic,,,,,,,,,,,366.76,,,,,,,,17.269000000000002,206,,,near threatened,,,,,fossorial and/or ground dwelling only,Arizona Mountains forests,,,,Mexico,120898650000.0,,,,pond,terrestrial habitat,,,,,,,0,,,,14116,,,,,34.54,,,,-103.05,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1151.46,24.73,,,,plants,,,,,,,,,,,,,1.643,,,,,herbivore,,,,,,,,,,,,,,
328027,Geomys bursarius,,,the Nearctic,35.0,,,,,,,,,,657.5,,,,,1250,194.05,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",17.703,203.75,,,least concern,,,,,fossorial and/or ground dwelling only,Central U.S. hardwood forests,,,,United States,1538126840000.0,0.05065127962928739,,,deciduous forest,terrestrial habitat,,,,,,,1,,,,,,,,,49.73,,,,-86.93,,,,,,,,,,,,,,,,,,,0.2540777702485335,,,,,,Stable,851.88,52.96,0.13963325735641388,,,plants,,,,,,,,,,,,,1.0845,,7.2,,,herbivore,,,,,,,,,,,,,0.09555295454389891,22.5
2921872,Calomyscidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extant,,11.608,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Zanclean Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,yes,,hydroxylapatite,,no,,,,,,,,herbivore,,,,,,,,,,,,,,
328047,Geomys personatus,,,the Nearctic,,,,,,,,,,,701.74,,,,,,,,18.441,397,,,least concern,,leaves,,,fossorial and/or ground dwelling only,Western Gulf Coastal grasslands,,,,Mexico,34379880000.0,,,,subterrestrial,terrestrial habitat,,,,,,,1,,,,1037781,,,,,29.47,,2,,-97.24,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1244.69,48.57,,,,plants,,,,,,,,,,,,,2.1553,,,,,herbivore,,,,,,,,,,,,,,397
328049,Geomys pinetis,,,the Nearctic,,,,,,,,,,,1097.21,,,,,,139,,,201.15,,,least concern,,,,,fossorial and/or ground dwelling only,Southeastern conifer forests,extant,,Calabrian Age,United States,242106930000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,7,,,,,,,,Upper Pleistocene Age,33.46,,,,-80.38,,,,,,,actively mobile,,,,,,,,,,,,0.5004346427373594,,,,,,Unknown,1204.96,106.58,,,,plants,,,,,,,,hydroxylapatite,,,,,1.9678999999999998,,,,browser,herbivore,,,,,,,,,,,,,,
328050,Cratogeomys castanops,,,the Nearctic,,,,,,,,,,,466.37,,,,,1001.77,,,19.255000000000003,266.83,,,least concern,,,,,fossorial and/or ground dwelling only,Sierra Madre Oriental pine-oak forests,,,,United States,653636150000.0,,,,,terrestrial habitat,,,,,,,0,,,,,,,,,38.59,,,,-97.59,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1086.27,30.93,,,,plants,,,,,,,,,,,,,1.7033,,4.7,,,herbivore,,,,,,,,,,,,,,
328051,Thomomys bottae,,,the Nearctic,36.0,,,,,,,,,,379.67,,0.2498340143877013,,,5250,120.12,"nocturnal/crepuscular, cathemeral, crepuscular or diurnal/crepuscular",15.656,122.7,,,least concern,,,,50964259,fossorial and/or ground dwelling only,Sierra de la Laguna pine-oak forests,extant,,4.9,North Pacific,1976663300000.0,0.06535384025681568,,,terrestrial habitat,terrestrial habitat,,,,,98.92320000000001,,0,,,,,,,,Holocene Epoch,42.33,,,,-99.09,,,,,,,actively mobile,,,,,,,,,,,,0.5513597130673457,,,,,,Stable,1087.86,26.71,0.052020233132781646,,,plants,,,,,,,,hydroxylapatite,,,,,1.3989,,4.5,,browser,herbivore,,,,,,,,,,,,,0.09782541735969937,3.3
328052,Thomomys bulbivorus,,,the Nearctic,,,,,,,,,,,488.86,,,,,,,,19.944000000000003,359.9,,,least concern,,,,,fossorial and/or ground dwelling only,Willamette Valley forests,,,,,6147080000.0,,,,savanna,terrestrial habitat,,,,,,,9,,,,,,,,,45.64,,,,-122.5,,,,,,,,,,,,,,,,,,,,,,,,,Stable,680.9,114.34,,,,plants,,,,,,,,,,,,,1.01,,,,,herbivore,,,,,,,,,,,,,0.11348624543967364,
328053,Thomomys clusius,,,the Nearctic,,,,,,,,,,,361.64,,,,,,,,,,,,least concern,,leaves,,,fossorial and/or ground dwelling only,South Central Rockies forests,,,,United States,23161310000.0,,,,terrestrial,terrestrial habitat,,,,,,,0,,,,,,,,,43.61,,,,-109.93,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,765.83,30.77,,,,plants,,,,,,,,,,,,,0.1779,,,,,herbivore,,,,,,,,,,,,,,
328054,Thomomys idahoensis,,,the Nearctic,,,,,,,,,,,370.55,,,,,,,,,,,,least concern,,leaves,,,fossorial and/or ground dwelling only,South Central Rockies forests,,,,United States,98042230000.0,,,,terrestrial,terrestrial habitat,,,,,,,0,,,,,,,,,46.73,,,,-109.52,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,748.37,32.99,,,,plants,,,,,,,,,,,,,0.313,,,,,herbivore,,,,,,,,,,,,,,
1180026,Osgoodomys banderanus,,,the Neotropics,,,,,,,,,,,847.86,,,,,504.14,,,,49.99,,,least concern,,,,,above ground dwelling,Bajío dry forests,,,,North Pacific,180754440000.0,,,,grassland,terrestrial habitat,,,,,,,9,,,,,,,,,22.18,,,,-98,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1570.95,91.63,,,,invertebrates,,,,,,,,,,,,,2.1132,,,,,omnivore,,,,,,,,,,,,,,
328061,Thomomys mazama,,,the Nearctic,,,,,,,,,,,423.72,,,,,3578.84,,,14.499000000000002,93.07,,,least concern,,leaves,,,fossorial and/or ground dwelling only,Puget lowland forests,,,,North Pacific,80946150000.0,,,,subterrestrial,terrestrial habitat,,,,,90.5052,,1,,,,328061,,,,,48.14,,1,,-120.9,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,746.34,88.44,0.08213721020965523,,,plants,,,,,,,,,,,,,0.7938,,,,,herbivore,,,,,,,,,,,,,,75
328062,Thomomys monticola,,,the Nearctic,,,,,,,,,,,362.56,,,,,2814,,,,80.99,,,least concern,,leaves,,,fossorial and/or ground dwelling only,Klamath-Siskiyou forests,extant,,Upper Pleistocene Age,North Pacific,52761970000.0,,,,terrestrial habitat,terrestrial habitat,,,,,57.3596,,1,,,,,,,,0.0117,41.75,,,,-118.58,,,,,,,actively mobile,,,,,,,,,,,,1.0773664072499778,,,,,,Stable,972.56,52.73,,,,plants,,,,,,,,hydroxylapatite,,,,,0.8015000000000001,,5.0,,browser,herbivore,,,,,,,,,,,,,,
328063,Thomomys talpoides,,,the Nearctic,36.200000000000045,,,,,,,,,,393.4,0.06913215192645981,,,,2196.71,128.1,,15.204,104.64,,,least concern,,,,,fossorial and/or ground dwelling only,Wyoming Basin shrub steppe,extant,,Calabrian Age,North Pacific,2619475720000.0,0.052020233132781646,0.0618,,terrestrial habitat,terrestrial habitat,,,,,,,0,,,0.9993360575508052,45510728,,,,Holocene Epoch,55.59,,,,-96.39,,,,,,,actively mobile,,,,,,,,,,,,0.6350301512009144,,,,,,Stable,701.05,33.07,0.07666139619567822,,,plants,,,,,,,,hydroxylapatite,,,,,0.4753,,3.75,,browser,herbivore,,,,,,,,,,,,,0.09067948007145936,3.175
328064,Thomomys townsendii,,,the Nearctic,,,,,,,,,,,278.35,,,,,,,,18.392,263.35,,,least concern,,leaves,,,fossorial and/or ground dwelling only,Blue Mountains forests,,,,North Pacific,121622140000.0,,,,river valley,terrestrial habitat,,,,,,,0,,,,,,,,,45.45,,,,-112.61,,,,,,,,,,,,,,,,,,,,,,,,,Stable,867.24,25.75,,,,plants,,,,,,,,,,,,,0.6859,,,,,herbivore,,,,,,,,,,,,,,
1180033,Oxymycterus hispidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,plants,,,,,,,,Brazil,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invertebrates,,,,,,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,
1180034,Oxymycterus hucucha,,,the Neotropics,,,,,,,,,,,1043.99,,,,,,,,,67.99,,,endangered,,,,,,Bolivian Yungas,,,,Bolivia,7184440000.0,,,,forest,terrestrial habitat,,,,,,,5,,,,,,,,,-17.21,,,,-64.11,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1448.09,75.25,,,,invertebrates,,,,,,,,,,,,,1.6553,,,,,carnivore,,,,,,,,,,,,,,
1180036,Oxymycterus inca,,,the Neotropics,,,,,,,,,,,1245.46,,,,,,,,,34.99,,,least concern,,plants,,,,Southwest Amazon moist forests,,,,Peru,463452890000.0,,,,savanna biome,terrestrial habitat,,,,,,,1,,,,,,,,,-10.74,,,,-60.74,,,,,,,,,,,,,,,,,,,,,,,,,Stable,1480.6,135.31,,,,invertebrates,,,,,,,,,,,,,2.0826000000000002,,,,,carnivore,,,,,,,,,,,,,,
1180037,Oxymycterus nasutus,,,the Neotropics,,,,,,,,,,,1109.07,,,,,,,,,67.99,,,least concern,,plants,,,semifossorial,Araucaria moist forests,extant,,,Uruguay,620356180000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,6,,,,,,,,,-23.22,,,,-48.39,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Unknown,1181.33,126.03,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,1.7856999999999998,,,,,carnivore,,,,,,,,,,,,,,
1180038,Oxymycterus paramensis,,,the Neotropics,,,,,,,,,,,858.85,,,,,,,,,41.99,,,least concern,,,,,fossorial and/or ground dwelling only,High Monte,extant,,,Peru,250661840000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,1,,,,,,,,,-14.15,,,,-63.23,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,1377.79,73.9,,,,invertebrates,,,,,,,,hydroxylapatite,,,,,1.2004,,,,,carnivore,,,,,,,,,,,,,,
328071,Thomomys umbrinus,,,the Nearctic,,,,,,,,,,,644.24,,,,,,81,,,125.56,,,least concern,,,,,fossorial and/or ground dwelling only,Jalisco dry forests,extant,,1.8,North Pacific,471470910000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,2,,,,,,,,Holocene Epoch,32.86,,,,-96.39,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Unknown,1290.79,46.02,,,,plants,,,,,,,,hydroxylapatite,,,,,1.6504,,,,browser,herbivore,,,,,,,,,,,,,,
328072,Dipodomys agilis,,,the Nearctic,37.0,,,,,,,,,,304.91,,,,,687.9,64.05,,,60.21,,,least concern,,invertebrates,,,,Mojave desert,extant,,Upper Pleistocene Age,North Pacific,59736350000.0,,,,terrestrial habitat,terrestrial habitat,,,,,2396.454,,1,,,,,,,,0.0117,36.33,,,saltation,-115.76,,,,,,,actively mobile,,,,,,,,,,,,0.5749604714675866,,,,,,Decreasing,1175,32.27,,,,plants,,,,,,,,hydroxylapatite,,,,,1.2208999999999999,,,,granivore,herbivore,,,,,,,,,,,,,,61
328073,Dipodomys californicus,,,the Nearctic,,,,,,,,,,,377.7,,,,,,,,11.515,84.95,,,least concern,,,,344,,California interior chaparral and woodlands,,,,North Pacific,86283940000.0,,,,woodland area,terrestrial habitat,,,,,,,1,,,,328073,,,,,42.7,,,,-120.36,,,,,,,,,,,,,,,,,,,,,,,,,Stable,907.72,58.3,,,,plants,,,,,,,,,,,,,0.9648,,,,,herbivore,,,,,,,,,,,,,,
1180042,Peromyscus bullatus,,,the Neotropics,,,,,,,,,,,1130.43,,,,,,,nocturnal,,40,,,critically endangered,,,,,,Trans-Mexican Volcanic Belt pine-oak forests,,,,Mexico,2913330000.0,,,,terrestrial,terrestrial habitat,,,,,,,92,,,,,,,,,19.95,,,,-96.99,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1459.3,129.59,,,,invertebrates,,,,,,,,,,,,,1.4435,,,,,omnivore,,,,,,,,,,,,,,
13817239,Theroteinus nikolai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,208.5,France,,,,,terrestrial habitat,,,,,,,,,,,,,,,,201.3,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,insectivore,,,,,,,,,,,,,,,
1180044,Peromyscus dickeyi,,,,,,,,,,,,,,,,,,,,,nocturnal,10.079,28.6,,,critically endangered,,,,,,,,,,North Pacific,7247.273,,,,desert scrubland,terrestrial habitat,,,,,,,1,,,,,,,,,27.43,,,,-111.86,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,,,,,,invertebrates,,,,,,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,
